name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,Mood
Perfecto,Swimming,Mac Miller,0Xcy81PsJCOO6mhLZaQyQ4,2018-08-03,60,215413,0.599,0.748,0.317,0.0,0.111,0.203,-11.212,0.174,148.09,1,4,calm
Hope,?,XXXTENTACION,2ZRo7axmMPeSVUvDbGkJah,2018-03-16,82,110886,0.592,0.661,0.457,0.000331,0.146,0.225,-6.081,0.0603,146.04,9,4,calm
Too Fast,Too Fast,Sonder,42QRyJd5x6e2TFR1S41g2p,2016-10-25,56,308005,0.395,0.316,0.33,1.89e-05,0.268,0.102,-10.924,0.0408,98.813,4,3,calm
If Everything Was Good,Life's Alright,Silicon Estate,41GId8B2GxBgoBrqyLk9Z2,2018-05-31,39,162999,0.697,0.939,0.365,0.243,0.105,0.363,-10.958,0.0478,110.008,8,4,calm
Moonlight Shawty,Moonlight Shawty,Fatboibari,7wkgkIBYBH3xV2ob9Zmh87,2018-09-06,65,167994,0.671,0.835,0.184,0.0011,0.0794,0.128,-15.541,0.123,106.04,5,4,calm
TOGETHER,ONEPOINTFIVE,Aminé,45WkcBtgPS8xulUwEg63X1,2018-08-15,51,214706,0.622,0.469,0.375,1.28e-05,0.185,0.357,-8.115,0.208,132.887,4,4,calm
I Fall Apart,Stoney (Deluxe),Post Malone,75ZvA4QfFiZvzhj2xkaWAh,2016-12-09,78,223346,0.556,0.0689,0.538,0.0,0.196,0.291,-5.408,0.0382,143.95,8,4,calm
lavender blood,Luxury Beverage,Fox Academy,4sXwt3StCVkgLyxxvgVXrq,2015-01-06,53,158785,0.356,0.986,0.162,0.0337,0.11,0.205,-16.848,0.0372,83.283,1,4,calm
jaded,jaded,sadeyes,6Tt9PBM6oWGwVnxyzuM84j,2018-12-03,57,160624,0.703,0.0645,0.386,1.55e-06,0.257,0.192,-11.447,0.0672,124.117,6,4,calm
"Yeah, I Said It",ANTI (Deluxe),Rihanna,7eDYNlBwRMeFOZHOZ95dZ1,2016-01-28,66,133080,0.509,0.547,0.38,1.21e-06,0.36,0.249,-7.479,0.158,127.88,7,4,calm
Surf,Circles,Mac Miller,1kwnxJNVl7cwcU98RvMBaR,2020-01-17,66,330506,0.828,0.754,0.182,0.0706,0.15,0.231,-13.066,0.166,147.279,1,4,calm
Star Earring,Rabbit,Fox Academy,4MmZwMUYzSGvF62MvRRsIb,2020-09-10,24,153500,0.361,0.986,0.249,0.549,0.111,0.182,-11.48,0.0336,179.331,9,4,calm
NIKEYS PT. 2 IN MINT,NIKEYS PT. 2 IN MINT,Yxngxr1,7bckng9psD3hFOCiIi0qqT,2020-10-25,53,139354,0.916,0.854,0.394,0.0,0.0929,0.291,-10.329,0.292,123.937,6,4,calm
Still,Over the Hedge-Music from the Motion Picture,Ben Folds,5rasBZY5n2yEKm6J7mypIK,2006-05-16,45,157493,0.379,0.875,0.214,0.000115,0.103,0.274,-12.795,0.0315,131.956,5,3,calm
L$D,AT.LONG.LAST.A$AP,A$AP Rocky,4S7YHmlWwfwArgd8LfSPud,2015-05-26,70,238306,0.598,0.194,0.252,0.133,0.0992,0.0352,-15.086,0.0644,120.064,2,4,calm
Silence,Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,2017-08-11,78,180822,0.52,0.256,0.761,4.96e-06,0.17,0.286,-3.093,0.0853,141.971,4,4,calm
WFM,WFM,RealestK,18ddJHQ7CUzNBiy55L0Xjj,2021-10-06,0,136000,0.437,0.72,0.184,0.00253,0.113,0.247,-17.667,0.0313,80.088,1,4,calm
Get Along,Rabbit,Fox Academy,3Yty1YCT8F8sXAueixxqPP,2020-09-10,23,109875,0.424,0.952,0.333,4.02e-06,0.214,0.293,-6.684,0.0284,85.26,4,4,calm
Weekend (feat. Miguel),GO:OD AM,Mac Miller,6GnhWMhgJb7uyiiPEiEkDA,2015-09-18,74,208080,0.843,0.47,0.435,0.0,0.147,0.19,-8.442,0.178,120.058,8,4,calm
Japanese Denim,Get You - Single,Daniel Caesar,1boXOL0ua7N2iCOUVI1p9F,2016-10-21,74,270846,0.707,0.0905,0.238,2.42e-06,0.0842,0.345,-8.818,0.0379,124.156,3,3,calm
Only in My Dreams,"Superclean, Vol. I",The Marías,190IqlryWu91WBKeDgZqZz,2017-11-03,65,170893,0.518,0.41,0.496,0.1,0.0999,0.281,-11.607,0.0292,143.921,10,4,calm
Superstar Sh*t,What Could Possibly Go Wrong,Dominic Fike,20j7l6tFtc5lynXpbOQg1O,2020-07-31,68,127054,0.756,0.945,0.394,0.0371,0.12,0.197,-7.321,0.0956,70.027,4,4,calm
Euphoria (feat. Travis Scott & Kaash Paige),Heaven Or Hell,Don Toliver,13QU8HBEBaSTZGq1HzQe9S,2020-03-13,60,216004,0.584,0.52,0.306,0.0,0.12,0.096,-8.401,0.0271,70.022,9,4,calm
Drifting Away,Summer Is Like a Dream,khai dreams,6R5JpLDVRgRI6P2OQCjA4n,2017-08-26,23,192500,0.521,0.739,0.268,0.177,0.0718,0.272,-15.199,0.0407,119.879,1,4,calm
Fall in Love with You.,Fall in Love with You.,Montell Fish,31MQR9rOHRXyg4J01hRY1h,2021-11-05,2,132000,0.483,0.922,0.0394,0.0125,0.112,0.146,-19.525,0.0537,73.984,4,4,calm
Rosyln,The Twilight Saga: New Moon (Original Motion Picture Soundtrack),Various Artists,4k7x3QKrc3h3U0Viqk0uop,2009-10-09,73,289560,0.329,0.971,0.277,0.024,0.0971,0.121,-13.111,0.0302,159.719,10,3,calm
Father Stretch My Hands Pt. 1,The Life Of Pablo,Kanye West,4KW1lqgSr8TKrvBII0Brf8,2016-06-10,79,135920,0.724,0.118,0.573,0.0,0.538,0.438,-4.113,0.0549,113.088,7,4,calm
Ultralight Beam,The Life Of Pablo,Kanye West,1eQBEelI2NCy7AUTerX0KS,2016-06-10,66,320680,0.592,0.62,0.403,0.0,0.54,0.391,-8.768,0.414,105.169,0,4,calm
Gym Class,Gym Class,Lil Peep,08AJ0xQv5LRZsvXf1Jkr2y,2016,18,217000,0.622,0.507,0.347,0.00421,0.0841,0.0757,-13.292,0.0649,75.512,8,4,calm
U Are My High,U Are My High,DJ Snake,3S7A85bAWOd6ltk6r2ANOI,2021-07-28,65,180480,0.503,0.0221,0.783,0.00223,0.14,0.213,-4.761,0.0385,125.122,0,4,calm
Something In The Way,Nevermind (Remastered),Nirvana,1nFtiJxYdhtFfFtfXBv06s,1991-09-26,70,232146,0.427,0.745,0.201,0.263,0.109,0.0668,-13.044,0.0317,105.218,8,4,calm
drinking games,yikes!,Sophie Cates,1uE4onkFvDXyBjIGsu9PZ5,2019-10-02,48,200701,0.509,0.635,0.636,0.000127,0.613,0.302,-5.811,0.0453,94.135,2,4,calm
Friends,Nostalgia,Chase Atlantic,2jQiSYrwJehQAcuaaQrXnS,2015-02-21,78,230010,0.422,0.0114,0.609,4.76e-06,0.108,0.0911,-6.361,0.0335,107.34,11,3,calm
Everybody Dies In Their Nightmares,17,XXXTENTACION,3GVkPk8mqxz0itaAriG1L7,2017-08-25,81,95466,0.734,0.847,0.57,2.14e-05,0.112,0.689,-7.066,0.133,129.953,7,4,calm
Traveling Alone,Traveling Alone,Tom The Mail Man,00c6I4e1BL1vqbD97KIh50,2019-11-18,48,160165,0.691,0.0888,0.595,5.56e-05,0.0886,0.415,-6.865,0.0377,121.004,8,4,calm
TEST DRIVE,BALLADS 1,Joji,1DMEzmAoQIikcL52psptQL,2018-10-26,66,179423,0.646,0.71,0.648,0.00316,0.108,0.466,-8.602,0.0372,75.004,3,4,calm
Self Control,Blonde,Frank Ocean,5GUYJTQap5F3RDQiCOJhrS,2016-08-20,72,249667,0.581,0.768,0.21,0.0,0.369,0.452,-10.426,0.0321,80.099,8,4,calm
Leray,A Love Letter To You 4,Trippie Redd,6GivWRmlYtefJr28jev6e0,2019-11-22,66,122706,0.774,0.789,0.195,0.00103,0.109,0.369,-12.233,0.087,132.847,4,4,calm
Purity (feat. Frank Ocean),TESTING,A$AP Rocky,2MF4HtZHBoUliOi9nOAbS0,2018-05-25,63,262360,0.593,0.832,0.37,0.0,0.108,0.312,-11.674,0.397,135.391,11,4,calm
Dunno,Swimming,Mac Miller,3YnwIp2b99p3e5dsFTXIIx,2018-08-03,63,237093,0.622,0.768,0.229,0.00906,0.134,0.0998,-11.322,0.0445,81.87,1,4,calm
Call U Tomorrow,Call U Tomorrow,Montell Fish,0i5w6z3hhpfVMkRUdv9jQ4,2021-10-15,0,186666,0.376,0.911,0.253,0.00956,0.0962,0.207,-16.029,0.0349,108.145,8,4,calm
Downtown Love,Downtown Love,Calvin Priice,5cnD97Kg28dJGGdBv72sDl,2018-05-13,30,196082,0.749,0.391,0.801,0.00199,0.139,0.614,-6.179,0.0327,104.008,9,4,calm
Yeah Right,Yeah Right,Joji,2815rSBccLxZc67jEWBEvD,2018-05-08,0,174357,0.672,0.624,0.59,0.236,0.0991,0.21,-9.574,0.129,169.036,1,4,calm
Girls Don't Like Me,Girls Don't Like Me,Wett Brain,7klyQW4PZiCQOIQeczqGW5,2019-12-14,41,160500,0.832,0.0386,0.509,3.02e-06,0.156,0.246,-6.497,0.0473,120.016,11,4,calm
Answer,Wolf,"Tyler, The Creator",6rqj2zeKhLy3exkuFi6mSz,2013-04-01,62,230066,0.352,0.00329,0.838,5.74e-06,0.115,0.475,-6.465,0.0496,72.291,8,4,calm
chance of rain,chance of rain,Teddy,6AmxZ11Rc5w95Mcs6LjUNy,2020-05-27,44,152359,0.748,0.603,0.407,3.91e-05,0.11,0.461,-9.23,0.0734,89.063,1,4,calm
Apocalypse,Cigarettes After Sex,Cigarettes After Sex,3AVrVz5rK8Hrqo9YGiVGN5,2017-06-09,80,290146,0.369,0.0194,0.467,0.46,0.109,0.174,-9.018,0.0274,94.473,5,4,calm
The Beach,Wiped Out!,The Neighbourhood,2u0CelO5c81XS7z3dGpHbS,2015-10-30,73,255133,0.245,0.131,0.64,8.11e-06,0.0766,0.105,-7.426,0.0608,135.739,2,4,calm
ROS,GO:OD AM,Mac Miller,388jD8ko9cvFM9cd9TYDrl,2015-09-18,63,343213,0.535,0.601,0.448,0.0,0.376,0.284,-8.919,0.175,120.554,1,4,calm
Ladders,Swimming,Mac Miller,39NDBdU5Xkm5pCFGa5kZtI,2018-08-03,68,287040,0.802,0.236,0.463,0.00531,0.105,0.291,-8.379,0.162,103.961,8,4,calm
Pink + White,Blonde,Frank Ocean,3xKsf9qdS1CyvXSMEid6g8,2016-08-20,82,184516,0.545,0.667,0.545,5.48e-05,0.417,0.549,-7.362,0.107,159.94,9,3,calm
Same Drugs,Coloring Book,Chance the Rapper,6m9qPYXmhge2QhBLfFKnVF,2016-05-27,57,257775,0.461,0.947,0.293,9.95e-06,0.0936,0.531,-9.52,0.0555,180.297,6,4,calm
The Boat I Row,The Slow Rush B-Sides & Remixes,Tame Impala,1HVYQj4liQb1QOygBfjZqV,2022-02-18,62,238320,0.503,0.311,0.728,0.005,0.293,0.24,-4.633,0.0295,151.962,7,4,calm
Objects in the Mirror,Watching Movies with the Sound Off (Deluxe Edition),Mac Miller,64gyqTtDDel7B2NoEkOa0A,2013-06-18,64,259143,0.645,0.623,0.658,2.02e-05,0.107,0.19,-6.625,0.0532,77.021,1,4,calm
Love Is Only a Feeling,Love Is Only a Feeling,Joey Bada$$,7umZiitjVsEjMQ6HNddpUI,2017-07-06,76,152041,0.629,0.53,0.676,0.000325,0.701,0.497,-7.088,0.191,90.377,1,4,calm
Fallback,Thought Pool,Verzache,1BIj9Pm1DHl1Bikjv5Bng5,2018-10-19,26,256000,0.577,0.632,0.271,0.000103,0.152,0.157,-13.589,0.0314,75.035,2,4,calm
Talk 2 Me,Talk 2 Me,Montell Fish,5k5ZVVrn8Pu6ltw3wKuPCO,2021-07-09,0,139805,0.464,0.816,0.126,3.67e-06,0.559,0.181,-16.383,0.0647,103.176,11,4,calm
Marijuana,Man On The Moon II: The Legend Of Mr. Rager,Kid Cudi,2GtaNlidzvK3hY78kCdsHa,2010-11-09,57,260200,0.673,0.829,0.403,0.829,0.272,0.54,-9.809,0.0273,140.986,8,4,calm
Habit,Habit,Still Woozy,4BsLwvaJOTOHDNg7xMpvrL,2019-12-12,63,153871,0.767,0.154,0.392,0.000398,0.108,0.48,-11.996,0.0945,125.017,1,4,calm
Low Life (feat. The Weeknd),EVOL,Future,7EiZI6JVHllARrX9PUvAdX,2016-04-13,72,313546,0.722,0.337,0.331,0.282,0.146,0.102,-7.789,0.0726,143.961,8,4,calm
Shut up My Moms Calling,Shut up My Moms Calling,Hotel Ugly,07dRjnkeSazozZ16S07Nee,2020-02-10,0,164571,0.484,0.317,0.407,0.0,0.103,0.369,-10.709,0.104,139.23,9,4,calm
AM I DREAMING (feat. Miley Cyrus),MONTERO,Lil Nas X,6isTQfKXhNO3EyJd9mSxx8,2021-09-17,59,183241,0.629,0.77,0.445,2.92e-06,0.351,0.209,-6.999,0.0258,94.103,3,4,calm
Remember Me,Remember Me,UMI,630Ug0XtmhhFvAKo0PNuEI,2018-10-08,63,199226,0.84,0.456,0.344,3.36e-05,0.35,0.526,-8.613,0.0374,111.994,5,4,calm
Shonen & Ramen,Shonen & Ramen,Origami Beats,6gF6dRdsbWqwn0ueaaoCpu,2019-11-29,33,142608,0.763,0.737,0.453,4.49e-05,0.377,0.603,-12.023,0.367,138.039,6,4,calm
North Face,Analogue,ODIE,63bAGRSSX2V1hhPSP2NpBC,2018-04-06,65,196799,0.802,0.792,0.382,0.163,0.0783,0.581,-7.356,0.0312,99.969,10,4,calm
