name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,Mood
Side Effects (feat. Emily Warren),Sick Boy...Side Effects,The Chainsmokers,5yNEdBlZMxpcVtGKz5NFk5,2018-07-27,0,173613,0.673,0.00277,0.71,0.0,0.55,0.54,-6.744,0.0324,110.017,8,4,happy
Beautiful Day,All That You Can't Leave Behind,U2,0gzqZ9d1jIKo9psEIthwXe,2000-01-01,70,248400,0.536,0.0154,0.928,0.00134,0.2,0.389,-6.492,0.0589,136.258,11,4,happy
It's Love (but it's not mine),It's Love (but it's not mine),EUT,6i9uagZQiliNoEW8Jp10dX,2019-10-10,0,223813,0.516,0.000178,0.805,0.00135,0.413,0.72,-8.017,0.0311,136.67,5,4,happy
You Can't Hurry Love,"Hello, I Must Be Going",Phil Collins,4YUlGNZfYA6EUE5KDsGqpC,1982-11-17,0,175346,0.639,0.0674,0.923,0.0,0.0879,0.761,-5.708,0.032,97.874,7,4,happy
Don't Stop (Color on the Walls),Torches,Foster The People,4HRa9ZWcmZ8JD7UySPu0wT,2011-05-23,59,174920,0.611,0.00183,0.948,0.0995,0.0969,0.79,-3.751,0.0753,133.004,1,4,happy
I'm Still Standing,Too Low For Zero,Elton John,1jDJFeK9x3OZboIAHsY9k2,1983-05-30,81,183440,0.504,0.356,0.904,0.121,0.14,0.772,-6.863,0.179,176.808,6,4,happy
Girls,The 1975,The 1975,5WSdMcWTKRdN1QYVJHJWxz,2013-01-01,60,254620,0.657,0.00392,0.913,0.00149,0.466,0.906,-4.984,0.0528,108.036,11,4,happy
Shivers,Shivers,Ed Sheeran,75MNhvTCCKsST3YqqUiU9r,2021-09-13,70,207853,0.788,0.281,0.859,0.0,0.0424,0.822,-2.724,0.0856,141.02,2,4,happy
Let's Fall in Love Some More,Experience the Al Bairre Show With Al Bairre Experience,Al Bairre,1SZN00cfG8T8UxDmJeqjuv,2015-11-21,34,198826,0.607,0.0668,0.924,0.0,0.117,0.778,-5.684,0.0703,134.975,7,4,happy
Alter Ego,Alter Ego,KALEO,4WkwaDueMMiU1bKHh31B6C,2020-03-13,36,248132,0.543,0.00379,0.739,2.29e-06,0.343,0.665,-5.618,0.0399,122.016,1,4,happy
Born to Be Alive - The Original,Born to Be Alive (The Original),Patrick Hernandez,3XIEWK1V9n25PS9Vb6axj5,1978,69,188133,0.704,0.0834,0.868,0.0,0.206,0.808,-5.808,0.0315,131.468,2,4,happy
Smaller,Smaller,Erik Hassle,1gStng1TuTLt0SaISWL14r,2015-11-20,29,205093,0.405,0.415,0.728,0.0,0.0777,0.342,-4.76,0.0433,188.701,7,4,happy
All Star,All Star Smash Hits,Smash Mouth,22c2pt75xtnDddA5Zlm0yy,2005-01-01,0,200560,0.73,0.0398,0.862,0.0,0.0818,0.77,-5.876,0.0313,104.018,11,4,happy
Got My Mind Set On You,Now & Then,Damien Leith,5CPayysVhU2BlNXw2kG59L,2012-04-23,47,227800,0.674,0.0338,0.84,0.000441,0.0941,0.875,-3.879,0.0746,150.011,1,4,happy
Price Tag,Who You Are (Platinum Edition),Jessie J,2fTsFCKRFQ5M0igJgabnLA,2011-01-01,71,223053,0.636,0.0294,0.831,3.85e-06,0.272,0.668,-3.945,0.182,175.015,5,4,happy
Jerk It Out,Love For The Streets,Caesars,5XMjXjwCkJVmk0AHm7z8IV,2002,63,195666,0.58,0.0171,0.981,1.07e-05,0.386,0.861,-2.603,0.06,134.007,8,4,happy
Rather Be (feat. Jess Glynne),New Eyes,Clean Bandit,61dCUoMCg28qEBzrW6htYM,2014-06-02,69,227833,0.799,0.162,0.586,2.03e-06,0.193,0.549,-6.735,0.0377,120.97,11,4,happy
Baby Love,Lil Empire,Petite Meller,1YyHm1dSJ2JBK0QK769Z82,2016-09-09,37,221721,0.621,0.2,0.915,0.00332,0.0964,0.818,-5.224,0.0411,130.013,1,4,happy
Bohemian Like You,Alternative,Various Artists,7jA4agDnt1Oc6Fn2hifX0t,2008-04-28,40,208906,0.578,0.00305,0.936,0.687,0.47,0.659,-5.761,0.0364,131.268,9,4,happy
High,Young Rising Sons,Young Rising Sons,4gTwPFGhIIlYtlo59jbVUB,2014-07-08,50,165720,0.646,0.028,0.85,7.21e-05,0.281,0.518,-5.145,0.043,116.999,7,4,happy
Barbara Ann,Spirit Of America,The Beach Boys,2KOt2JrCB720UxIbyzweQo,1975-04-14,59,133893,0.581,0.19,0.669,0.0,0.243,0.926,-3.659,0.0385,78.073,6,4,happy
LA Calling,Cave Rave,Crystal Fighters,4fCHoHmwmX8LgAp6A1GULJ,2013-05-27,0,229243,0.574,0.0607,0.887,2.41e-06,0.334,0.622,-6.172,0.0565,136.057,11,4,happy
Come On Eileen,Too Rye Ay,Dexys Midnight Runners,4jKojTEsrJtUU5rNp3gbGQ,1982-08,0,273933,0.435,0.519,0.652,0.0,0.129,0.806,-8.495,0.0404,108.097,0,4,happy
San Francisco,Love's Not Dead EP,The Mowgli's,3zdI8HDPKoMsCRkmpQTblk,2012-01-01,30,172893,0.363,0.0131,0.893,0.0,0.0825,0.37,-4.81,0.0584,93.041,11,4,happy
Hit The Road Jack,Miami Lighthouse for the Blind Presents: Instrumental Magic,Jeff Zavac,7sXxvOVFtMr31xj0kX9BFV,2006-10-01,0,129906,0.593,0.0841,0.752,0.00308,0.197,0.935,-6.617,0.0313,172.087,8,4,happy
Work This Body,TALKING IS HARD,WALK THE MOON,76EeScTnI2sCjDY0SfEoSb,2014-12-02,58,175906,0.421,0.0283,0.831,0.0,0.464,0.488,-5.128,0.106,134.184,4,4,happy
I'm a Believer,The Definitive Monkees,The Monkees,5RKZ9zCtLjBLTea7qkSFqr,2001-01-29,33,166906,0.519,0.534,0.772,1.21e-05,0.271,0.961,-6.784,0.0331,79.618,0,4,happy
Iko Iko (My Bestie),Iko Iko (My Bestie),Justin Wellington,7MC4XR9M9amdmKQr2iDF7i,2019-06-03,68,182857,0.862,0.131,0.753,2.01e-06,0.077,0.827,-5.356,0.0625,105.039,5,4,happy
Walkin' On The Sun,Smash Mouth (International Version),Smash Mouth,1m2EwoCsZlX5JauNr9O4zk,2001-01-01,0,205826,0.732,0.456,0.973,0.0,0.154,0.967,-5.33,0.0319,123.292,6,4,happy
Go Your Own Way,Rumours,Fleetwood Mac,0FeCO85RKW8fDRytwXof2x,1977-02-04,0,218400,0.597,0.0219,0.812,0.00106,0.102,0.823,-12.062,0.0315,135.68,5,4,happy
All That She Wants,Happy Nation,Ace of Base,12BbMJsJi65mxneq6c9Lm7,1992-11-16,0,211213,0.707,0.00526,0.628,8.21e-05,0.104,0.87,-9.684,0.0877,187.548,11,4,happy
Song Away,Song Away,Hockey,0mIPUewslxddIZHnWuPnMD,2009-01-01,20,198320,0.639,0.0276,0.72,0.0,0.113,0.921,-4.253,0.0284,131.797,6,4,happy
Gotta Go Home,America - Das Party Album,Boney M.,0SDcjtJXrI6jAtD6AkQ6SR,2009-08-31,37,224453,0.74,0.223,0.945,0.116,0.356,0.975,-5.666,0.0314,131.644,1,4,happy
Something That I Want,Enredados (Rapunzel) OST,Various Artists,5faGyT8owqkeioEf5PDeIB,2011-01-01,0,163400,0.551,0.0123,0.834,0.000936,0.472,0.962,-5.882,0.0482,168.944,5,4,happy
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Hands All Over (Revised International Standard version),Maroon 5,7pYfyrMNPn3wtoCyqcTVoI,2010,77,201493,0.722,0.0117,0.761,0.0,0.315,0.624,-4.459,0.0475,128.044,11,4,happy
Heavy,Heavy,Animal House,2XAZbgSesR2bdSNkBFJmyu,2014-11-01,32,139088,0.507,0.00164,0.753,0.00087,0.168,0.968,-4.064,0.0339,179.948,11,4,happy
Rock Around the Clock,Rock Around the Clock (20 Hits),Bill Haley,3vGmNTCxk0OnOWbzIVFHgK,2007-06-10,0,133226,0.806,0.267,0.657,0.000182,0.224,0.702,-11.574,0.158,89.492,9,4,happy
Stronger (What Doesn't Kill You),Stronger (Deluxe Version),Kelly Clarkson,1nInOsHbtotAmEOQhtvnzP,2011-10-24,71,221946,0.562,0.046,0.939,0.0,0.112,0.684,-4.282,0.0475,116.044,0,4,happy
I Will Wait,Babel (Deluxe Version),Mumford & Sons,71O1jD7bF3cdMPvPi186V6,2012-09-21,0,276720,0.477,0.0155,0.776,0.00314,0.203,0.429,-5.056,0.0349,131.004,1,4,happy
99 Red Balloons,The Definitive 80's (eighties),Various Artists,0XSxZ0cpHcZIpPA7TgSOwZ,2007-12-10,0,230186,0.474,0.187,0.57,0.0,0.106,0.535,-3.188,0.068,94.16,4,4,happy
Sister Of Pearl,Sister Of Pearl,Baio,1iF2TYT5ScZ2BStvrrxyrE,2015-06-16,0,253439,0.736,0.0808,0.676,0.149,0.197,0.935,-7.28,0.0408,125.046,5,4,happy
So Lonely,The Very Best Of Sting And The Police,Sting,36sl2chZHvRyHlAooKr5va,2002-01-01,0,287920,0.532,0.0182,0.586,9.8e-06,0.0963,0.737,-7.503,0.179,77.705,7,4,happy
Perfect Strangers,Perfect Strangers,Jonas Blue,1Te8WIfLudxjHTr66BL0JK,2016-06-03,0,196613,0.731,0.394,0.822,0.0,0.288,0.708,-5.305,0.0459,118.021,1,4,happy
It's Just Gotta Be That Way,It’s Just Got To Be That Way / There Goes My Baby,Bobby Angelle,1ALSCAxmx0zSt27vzEtLkZ,2015-02-23,0,165426,0.683,0.533,0.719,1.84e-05,0.112,0.907,-4.568,0.0299,118.731,7,4,happy
I Spy,I Spy EP,Mikhael Paskalev,3lo2RJDjqTUePp6KhGu3Eq,2013-11-18,0,160933,0.628,0.377,0.886,8.65e-06,0.186,0.694,-4.253,0.0485,123.942,11,4,happy
Give It Up,Summer Sensations,Various Artists,4AdgZcX33Iq9fQGRHWDr5j,2011-07-10,0,245706,0.837,0.0754,0.592,0.000251,0.0671,0.836,-14.264,0.0671,125.686,3,4,happy
On Our Way,Royal,The Royal Concept,2cT0rywZk7Mz7xZEpjdZde,2013-01-01,0,193853,0.582,0.00777,0.787,0.0,0.182,0.368,-5.923,0.0877,130.953,1,4,happy
Sweet About Me,Sweet About Me (e-MAXI INT),Gabriella Cilmi,2Wbf4FpDxo9CGmepoV2RfU,2008-01-01,31,203280,0.682,0.164,0.724,0.0,0.301,0.491,-5.055,0.0306,132.051,3,4,happy
Woo Hoo,Kill Bill Vol. 1 Original Soundtrack (PA Version),Various Artists,6S9lcjREUTU4Yv5y7oMcv2,2003-09-23,42,119386,0.566,0.732,0.811,0.638,0.596,0.961,-9.849,0.0435,127.944,11,4,happy
Paint a Smile On Me - Radio Edit,Paint a Smile On Me,Black Yaya,2hrsRRydXNtspNSehQU8RD,2013-09-09,0,203934,0.736,0.0393,0.813,1.64e-06,0.164,0.933,-4.296,0.0853,118.968,7,4,happy
The Game of Love - Main/Radio Mix,Ultimate Santana,Santana,2RjkntlqlkbPFQjufJf8G9,2007-10-10,0,254213,0.597,0.0776,0.93,0.000404,0.0566,0.693,-3.23,0.0477,119.788,2,4,happy
Beat Of My Drum,Legendary,POWERS,6TGQYJzWx0IJrzK41mvSFG,2015-10-16,0,206280,0.774,0.053,0.91,9.67e-06,0.095,0.881,-2.456,0.0722,120.02,4,4,happy
Stuck In The Middle With You,Reservoir Dogs (Original Motion Picture Soundtrack),Various Artists,1b7LMtXCXGc2EwOIplI35z,2009-01-01,63,203893,0.795,0.0934,0.564,0.000531,0.0631,0.961,-10.482,0.0392,124.166,7,4,happy
If You Wanna Stay,Be Impressive,The Griswolds,6cfPJNoqJsiikMm2TmpiwT,2014-08-25,0,159853,0.543,0.000459,0.946,0.000259,0.108,0.221,-3.888,0.0391,116.515,5,4,happy
Summer Of '69,Reckless,Bryan Adams,6cnd6UwOyvEPWUjuuDKMIP,1984-11-01,0,216426,0.508,0.0157,0.725,1.26e-06,0.0995,0.741,-10.795,0.0344,138.934,2,4,happy
Lightning Bolt,Jake Bugg,Jake Bugg,5s9sZ2i76iAZeFt5f9uUKP,2012-01-01,0,144013,0.561,0.0634,0.846,0.0,0.193,0.75,-4.48,0.0867,116.168,9,4,happy
American Pie,The Best Of Don McLean,Don McLean,2QgWuCtBpNIpl5trmKCxRf,1988-01-01,63,515866,0.526,0.6,0.509,0.0,0.144,0.497,-10.893,0.0628,138.318,7,4,happy
Pretoria Girls,Enjoy Yourself,Desmond and the Tutus,6zkVSIgcGnqromeMTYmXv4,2015-11-02,33,262706,0.553,0.00585,0.724,4.72e-05,0.366,0.383,-6.486,0.0359,128.024,2,4,happy
Faith - Remastered,Faith,George Michael,0HEmnAUT8PHznIAAmVXqFJ,1987-10-30,71,193200,0.887,0.0094,0.48,3.58e-05,0.0662,0.607,-11.994,0.117,95.846,11,4,happy
Cooler Than Me (feat. Big Sean),Cooler Than Me EP,Mike Posner,2DPYlWl50ydYsnnuryL5aX,2009-12-15,64,227840,0.837,0.103,0.515,0.0,0.233,0.769,-4.065,0.0793,129.001,7,4,happy
Town Called Malice,The Jam Story,The Jam,73RGpQg8Cxtly4QuHtNiOd,2006-06-05,0,172866,0.534,0.000855,0.943,0.0264,0.0697,0.823,-5.898,0.0845,101.754,2,4,happy
I Gotta Have It,Jace Everett,Jace Everett,7mltbDRKBRKXff3dOtwqcA,2006-01-01,26,163893,0.533,0.269,0.964,6.29e-05,0.0642,0.812,-4.712,0.0878,156.149,4,4,happy
Move Your Feet,D-D-Don't Don't Stop the Beat,Junior Senior,7cGfrVoC7G03XeXn7yflx5,2002-04-03,0,181826,0.747,0.046,0.904,0.106,0.203,0.846,-2.623,0.0803,118.877,9,4,happy
Sweet Home Alabama,Lynyrd Skynyrd,Lynyrd Skynyrd,74QCZPlpayjvQ4yJJFljfQ,1991-01-01,0,285160,0.601,0.181,0.593,0.000441,0.121,0.902,-11.685,0.0257,97.784,0,4,happy
Restless Year,Restless Year,Ezra Furman,3VuPTxBQqGGuXH0u0ic14D,2015-03-09,0,145000,0.704,0.0383,0.845,2.03e-05,0.12,0.623,-9.516,0.0535,94.52,9,4,happy
Waterloo,18 Hits (International Version),ABBA,2p0QBZeBS5WGZG4P7SbQv0,2005-01-01,0,166333,0.441,0.423,0.908,2.88e-06,0.325,0.808,-6.481,0.0425,147.597,2,4,happy
Ain't No Mountain High Enough - Stereo Version,20th Century Masters: The Millennium Collection: The Best Of Marvin Gaye & Tammi Terrell,Tammi Terrell,4gbR24XpCUTkoElYKZlrpO,2000-01-01,0,149066,0.674,0.27,0.794,2.47e-06,0.211,0.685,-7.361,0.0726,129.292,7,4,happy
Tongue Tied,Never Trust a Happy Song,Grouplove,0GO8y8jQk1PkHzS31d699N,2011-09-02,75,218013,0.56,0.00847,0.936,0.0,0.161,0.371,-5.835,0.0439,112.96,3,4,happy
Rock DJ - 2004 Mix,In And Out Of Consciousness: Greatest Hits 1990 - 2010,Robbie Williams,0lJEYLAJU5KtthQroas2ou,2010-01-01,45,257373,0.709,0.0229,0.768,0.0,0.417,0.869,-4.274,0.0324,103.036,7,4,happy
KU LO SA - A COLORS SHOW,KU LO SA - A COLORS SHOW,Oxlade,2WigMwGJysIh9fRnSJvpjn,2022-06-10,78,147580,0.649,0.307,0.655,0.0,0.22,0.793,-5.534,0.0652,92.9,10,4,happy
Moi je joue,Bubble Gum (Vol. 2),Brigitte Bardot,1YvAIf8NVPTlEwInU6mOBk,1994-01-01,0,102666,0.652,0.41,0.742,0.052,0.323,0.736,-9.687,0.0501,106.096,9,4,happy
Cake By The Ocean,SWAAY,DNCE,42ftjU4cTN5UTRksyqBKZJ,2015-10-23,0,218440,0.771,0.147,0.76,0.0,0.053,0.881,-5.459,0.0514,119.0,4,4,happy
