name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,Mood
Back Together - Director’s Cut Classic Club Mix,Frankie Knuckles pres. Tales from Beyond the Tone Arm,Various Artists,7cZbAGUh8hZN9vORyhBjw1,2012-11-19,0,516720,0.684,0.00491,0.725,0.185,0.0328,0.702,-8.541,0.0367,124.995,4,4,energetic
Crazy Talk - Extended Version,Space Cowboy: The Collection,Space Cowboy,6dHRLP2x6wdzmVUuWOKcMs,2010-11-08,9,348480,0.596,0.00177,0.825,0.00884,0.06,0.939,-6.881,0.0605,124.009,9,4,energetic
Pjanoo,Pjanoo,Eric Prydz,3ArhnqML9C1B3l1kqEt19a,2008-08-25,0,157432,0.604,0.000557,0.877,0.798,0.106,0.844,-4.956,0.0295,125.991,7,4,energetic
Feel the Same - FM Cut,Feel the Same,Triple X (XXX),4IiuiEXkyRXwWyvQ7N1I8J,1999,0,228754,0.691,0.00602,0.959,2.31e-05,0.313,0.645,-4.765,0.0769,124.011,6,4,energetic
Salsoul Nugget,Nº1 Dance Vol. 16,Various Artists,0aiTO34ivulpAjFLvvM09G,2014-09-25,0,231253,0.8,0.00169,0.949,0.00801,0.0919,0.781,-6.126,0.0629,128.006,11,4,energetic
Open Your Heart - Radio Edit,Open Your Heart,Axwell,6fMmhovVfb3LeTrooaopRM,2008-06-15,6,174373,0.634,0.0133,0.679,0.0228,0.159,0.4,-8.762,0.0529,125.951,9,4,energetic
Put 'Em High - JJ's Radio Edit,Put ‘Em High,StoneBridge,0nOmpMufSWu3DsBv0TnyuC,2012-06-11,0,208080,0.676,0.00807,0.847,0.0042,0.325,0.501,-7.218,0.0402,128.031,10,4,energetic
The Cure & The Cause - Radio Edit,The Cure & The Cause (Radio Edit),Fish Go Deep,2aYryJEl86lIZWCS6X1CUm,2006,50,157040,0.733,0.112,0.805,0.626,0.125,0.924,-8.068,0.0498,126.994,11,4,energetic
Man With The Red Face - Radio Edit,Man With The Red Face,Mark Knight,5FDn1oWUD5BXL2HCfmCk2F,2008-08-10,51,235039,0.632,0.0127,0.842,0.781,0.0984,0.674,-7.868,0.0335,126.952,0,4,energetic
Full Moon,Full Moon,Armand Van Helden,3UoswfifFDzKM7Ltvop15v,2000,28,259960,0.908,0.00192,0.712,0.0404,0.136,0.878,-6.447,0.185,117.951,11,4,energetic
Love Don't Let Me Go (Walking Away),Pop Life (Bonus Track),David Guetta,1kOsYrMBZBBHx0Dl4zs86G,2007-06-01,45,196693,0.659,0.0138,0.793,2.87e-06,0.301,0.594,-6.654,0.0308,126.993,5,4,energetic
Pasilda - Knee Deep Mix,Brasilio presenta La Troya - Ibiza 2008,Various Artists,3ffzb3675onwIREDQJflSf,2011-09-27,0,427946,0.762,0.00115,0.644,0.9,0.0806,0.501,-6.869,0.0601,126.993,5,4,energetic
Bad Habit (feat. Lisa Millett) - ATFC's Vocal,Bad Habit 09 Mixes,ATFC Feat. Lisa Millett,2SZeJ3moj7lH0MF2JqHG7u,2000,18,449413,0.778,0.00123,0.826,0.00184,0.0354,0.455,-5.489,0.0671,125.005,11,4,energetic
My Friend,Goodbye Country (Hello Nightclub),Groove Armada,5LRxSyiIRHQD26h1mdM0Ir,2001-07-11,57,300266,0.473,0.00866,0.867,0.691,0.0571,0.153,-8.824,0.159,94.09,2,4,energetic
Superstylin',Goodbye Country (Hello Nightclub),Groove Armada,2yWyFT6bW1Rd9cjVvYi4v8,2001-07-11,58,360426,0.742,0.00346,0.798,0.00131,0.259,0.928,-8.263,0.0558,128.967,9,4,energetic
Out Of Touch (Radio Edit),One World,Uniting Nations,1UohulVK1B20MMaGYpJmic,2005-11-14,0,168840,0.707,0.00972,0.973,0.00155,0.262,0.969,-4.146,0.0287,129.97,11,4,energetic
Call On Me - Radio Edit,Call On Me,Eric Prydz,65Wn0KpbPXTVLNQNEMtK1j,2004-09-13,0,171360,0.597,0.00427,0.837,0.00114,0.839,0.447,-6.518,0.375,126.342,10,4,energetic
What You Need (feat. Duane Harden) - Full Intention Radio Edit,What You Need (feat. Duane Harden),Powerhouse,7inuLUpKsCnlh4gxrsOe3i,1999,30,202698,0.554,0.000417,0.965,0.0916,0.32,0.868,-8.083,0.0431,126.307,11,4,energetic
S.O.S. - Skylark Remix,Azuli presents Xueno - Formentera 2005,Nick Crombie,2O1RV318z1kOq91ZGDK9tf,2005,0,387773,0.799,0.0184,0.599,0.791,0.0506,0.549,-9.201,0.0446,128.738,6,4,energetic
Hypnotic Erotic Games (Original Club Mix),The Gusto Collection 3,Various Artists,1n1WqGehKtZNftvORYRbd2,2010-12-06,0,494080,0.733,0.000221,0.729,0.0505,0.0747,0.816,-6.63,0.035,130.002,0,4,energetic
It's Yours (feat. E-Man) - Distant Music Mix,It's Yours,Jon Cutler ft E-man,3MhDgLnch7EtoTqZj2X7Ux,2008-07-07,26,428254,0.902,0.068,0.842,0.139,0.1,0.671,-6.956,0.118,126.004,10,4,energetic
Days Go By,Dirty Vegas,Dirty Vegas,0C2GT6MXWGRo7PIeeFq9zu,2002-06-04,0,432146,0.786,0.0499,0.853,0.0872,0.35,0.309,-8.274,0.0688,126.99,9,4,energetic
We Are Your Friends - Radio Edit,Playlist: Dance,Various Artists,6Unf6X6PC7KZtrRXH3dFHg,2008-04-28,0,164960,0.646,0.0102,0.977,0.769,0.201,0.606,1.585,0.167,123.016,9,4,energetic
Destination Calabria (Feat. Crystal Waters) - Original Radio Edit,Hands Up!,Various Artists,2QMdxS78DaXP8aS8qJqGzU,2014-05-30,0,223111,0.627,0.0015,0.954,0.000814,0.292,0.312,-4.804,0.0425,128.016,2,4,energetic
Ghosts 'n' Stuff,5 years of mau5,deadmau5,4hoLGu75HMgNzt2QTgfowe,2014-11-24,28,328253,0.617,3.97e-05,0.617,0.0598,0.253,0.517,-6.941,0.122,127.996,8,4,energetic
Strobe - Radio Edit,Strobe,deadmau5,6c9EGVj5CaOeoKd9ecMW1U,2010-01-01,50,214186,0.649,8.45e-05,0.706,0.831,0.163,0.0736,-7.209,0.031,128.032,8,4,energetic
Some Chords,4x4=12,deadmau5,7q3aKYrhCbTnxdRZ6xmkC6,2010-01-01,41,444140,0.786,6.42e-05,0.427,0.537,0.0732,0.42,-8.015,0.0669,128.005,1,4,energetic
Little Love - Axwell Remix,Azuli presents Made In Italy Ibiza - Ibiza Session 2005 - Samurai,David Piccioni,5KbCu3H7PL2MwIgRMVQAqh,2011-11-15,0,373320,0.495,8.47e-05,0.924,0.0975,0.119,0.586,-7.237,0.0437,128.583,10,4,energetic
aNYway - Radio Edit,aNYway,Armand Van Helden,5KVQqqIdL8G6kY4xeo0SXM,2010-01-25,15,204853,0.757,0.00752,0.898,0.000585,0.31,0.68,-4.171,0.276,128.023,0,4,energetic
Barbra Streisand - Radio Edit,Barbra Streisand,Duck Sauce,0XvjOhwCnXXFOSlBbV9jPN,2010-10-15,43,196533,0.769,0.000939,0.922,0.197,0.233,0.506,-1.966,0.108,127.965,1,4,energetic
Guitarra G,Guitarra G,G Club,1PDOZrlUSmXKEAe2xEnPDP,2001,31,521973,0.698,0.017,0.793,0.859,0.068,0.407,-7.155,0.0587,129.983,1,4,energetic
Chase the Sun,Non Zero Sumness,Planet Funk,6ZoBkmNGZ4pTDB8M8GwrQp,2002,0,233040,0.583,0.0161,0.776,0.0179,0.355,0.497,-7.488,0.0311,127.991,9,4,energetic
We Come 1 - Radio Edit,We Come 1,Faithless,5MOYmDjWRFxASB7gv3krdH,2001-06-05,30,223600,0.652,0.00149,0.938,0.789,0.32,0.609,-7.901,0.043,136.011,5,4,energetic
Muhammad Ali,Re-perspective,Faithless,0yixNZ2hPBSrXdeIP34PJQ,2002,0,261173,0.707,0.0383,0.872,0.0,0.11,0.811,-6.931,0.0945,99.095,2,4,energetic
Day 'N' Nite - Radio Edit,538 Dance Smash 2009 vol. 1,Various Artists,2goYVMF8BCeq3sbmknO7JL,2009-01-01,0,162813,0.781,0.0791,0.731,0.000563,0.0854,0.968,-5.602,0.0565,130.0,11,4,energetic
Don't Give Up,The Best Of Chicane 1996 - 2009,Chicane,2aAlGJc0REgny9znAOaBsF,2008-10-06,30,210786,0.644,0.00143,0.719,0.517,0.0839,0.531,-9.635,0.0415,132.011,10,4,energetic
Happiness - Happiness Mix,Happiness,Bini & Martini,4ZbPzC3cnfgFBIfgxAz6sD,2000-03-09,0,434026,0.701,0.00255,0.625,0.76,0.574,0.955,-12.15,0.0622,125.99,4,4,energetic
Stop Playing With My Mind (feat. Darryl D'Bonneau) - Whiplash and Turner Vocal Mix,Stop Playing With My Mind (feat. Darryl D'Bonneau),Barbara Tucker,724JQ1VK39x03Nk4O9a5QU,2000,28,566026,0.748,0.000189,0.682,0.0257,0.0514,0.555,-8.014,0.0545,126.985,11,4,energetic
How Would U Feel - Extended Mix,How Would U Feel,David Morales,5WmZz4qxcZynSCcU3CMtFa,2004,0,468786,0.673,0.000681,0.797,0.132,0.0976,0.262,-7.552,0.0338,127.986,0,4,energetic
Fade - The Bimbo Jones Strings Remix,Fade,Solu Music,28ikzOq1ufQZKcgqcYFK03,2006-06-12,0,484880,0.731,0.016,0.831,0.000333,0.322,0.799,-4.469,0.375,126.485,4,4,energetic
I Feel Like,Shakedown,Freemasons,5l7yTudszA6f4uLAQpvHd3,2013-09-23,0,258746,0.666,0.0143,0.943,0.00349,0.288,0.648,-4.84,0.058,125.998,11,4,energetic
Nothing But Love - Extended Vocal Mix,Nothing But Love (Remixes),Axwell,0gghrKNa8fCJHRemB0MKdG,2010-09-26,15,314213,0.7,0.00103,0.769,6.57e-06,0.0502,0.504,-3.158,0.0451,128.96,6,4,energetic
Da Funk,"Musique, Vol. 1",Daft Punk,7D4FK4maB3qK0YJexCUJ7Q,2006-03-29,35,328680,0.806,0.00196,0.7,0.891,0.267,0.892,-5.269,0.0752,111.215,0,4,energetic
Face to Face,Discovery,Daft Punk,7v9Q0dAb9t7h8gJOkcJHay,2001-03-12,60,240173,0.874,0.00134,0.437,0.0296,0.0293,0.962,-10.235,0.0708,117.791,1,4,energetic
Robot Rock,Human After All,Daft Punk,7LL40F6YdZgeiQ6en1c7Lk,2005-03-14,55,287720,0.59,6.94e-06,0.787,0.845,0.0293,0.598,-5.766,0.0512,111.926,7,4,energetic
Human After All,Human After All,Daft Punk,3aCKAkMx3yfaj3AO5Gz47e,2005-03-14,46,319879,0.608,0.00139,0.725,0.0546,0.0802,0.802,-4.367,0.342,136.251,0,4,energetic
Love Is Gone - Fred Riester & Joachim Garraud Radio Edit Remix,Pop Life,David Guetta,3VqiuUUlGRpByX8StPmqDB,2007-06-01,39,199386,0.773,0.0331,0.813,3.77e-05,0.192,0.707,-4.609,0.0797,127.93,4,4,energetic
Sexy Bitch (feat. Akon) - Extended,One Love (Club Version),David Guetta,6xlgLRzZNTaeYmiwpB8HMi,2009-11-27,52,312000,0.963,0.0181,0.298,0.0156,0.0756,0.802,-5.748,0.125,130.014,11,4,energetic
The World Is Mine,Guetta Blaster,David Guetta,0TBaFEx7WENZgqLXWErD0b,2004-06-04,51,219946,0.682,0.000125,0.93,0.0123,0.0481,0.46,-4.036,0.0846,127.867,11,4,energetic
You Give Me Something,A Funk Odyssey,Jamiroquai,2oX46s90nkZtTbCowHiWVs,2001-09-03,0,199600,0.639,0.0265,0.69,0.000551,0.146,0.579,-10.047,0.264,119.63,7,4,energetic
Love Foolosophy - Radio Edit,A Funk Odyssey,Jamiroquai,0a0KZCfAVPiPs09O6cv4Eo,2001-09-03,0,224493,0.799,0.0119,0.69,2.87e-05,0.133,0.896,-4.998,0.0749,129.297,11,4,energetic
That Sound - Extended Vocal Mix,That Sound,Michael Moog,5TB3l6aDP1JTZuwn15OrSd,1999,0,583186,0.834,0.000697,0.648,5.03e-06,0.0409,0.853,-6.199,0.076,128.276,11,4,energetic
No Superstar - Radio Edit,No Superstar,Remady P&R,477JClr5vzgSTVLm8gVTfp,2009,0,217558,0.454,0.00371,0.863,0.0275,0.0947,0.569,-4.992,0.04,128.002,11,4,energetic
Love Is What You Need (Look Ahead) - Knee Deep Classic Club Mix,Love Is What You Need [Look Ahead],King Unique,6bwQ8oyVc8lbTOEzIgIb9U,2009-02-27,8,444019,0.761,0.000408,0.782,0.161,0.0195,0.959,-5.286,0.0494,126.498,8,4,energetic
Soul Heaven - Pasta Boys + Bini & Martini Mix,Azuli presents Xueno - Formentera 2005,Nick Crombie,6JBA1wiZTd2GoPZ3TJHfky,2005,0,290706,0.83,0.000822,0.83,0.0236,0.118,0.89,-8.517,0.0402,128.789,9,4,energetic
Most Previous Love (feat. Barbara Tucker & United Dance Artists) - DF Future 3000 Mix,Vintage Ibiza Classics,Sebastian Gamboa,2GQOdp2pvOhIelPbJbJurT,2013,0,401786,0.778,0.000534,0.944,6.82e-05,0.116,0.793,-4.044,0.106,126.004,5,4,energetic
My Love (feat. Ron Carroll) - Junior Jack Vocal Mix,Defected Presents House Masters: Junior Jack,Junior Jack,54jMfOXZ9chcnrfQDmeFG0,2017-02-24,0,527526,0.723,0.00103,0.733,0.0399,0.789,0.671,-9.35,0.0821,128.007,10,4,energetic
Rose rouge,Tourist (Remastered),St Germain,1divptdjcWXvF1aflfTQnw,2000,53,416565,0.621,0.07,0.807,0.169,0.0737,0.557,-8.963,0.0363,118.028,8,4,energetic
Take Me Away,Can't Get Enough,StoneBridge,4lq4AIunlwzaygVevtRC7e,2004-09-13,0,320653,0.689,0.000113,0.649,0.0855,0.057,0.94,-7.554,0.0321,128.013,8,4,energetic
Must Be The Music - The Original Disco Mix,Must Be The Music (The Original Disco Mix),Joey Negro,7GqXpbbDZe156N1vvgjfmp,2017-06-16,0,239000,0.73,0.0554,0.77,0.0919,0.093,0.927,-5.63,0.037,121.011,11,4,energetic
Make A Move On Me,The Many Faces of Joey Negro Vol. 1,Joey Negro,1bRi61JqeHPUDhuftFeK9D,2004,0,458586,0.735,0.00291,0.819,0.000892,0.0981,0.716,-7.172,0.07,128.298,1,4,energetic
How Would U Feel - Radio Edit,How Would U Feel,David Morales,2B9hEE3hkIGzvp2I51cHmp,2004-10-26,24,218426,0.638,0.00208,0.885,0.0184,0.163,0.317,-7.036,0.0299,127.97,0,4,energetic
Love 4 a Minute - Extended version,Love 4 a Minute,A/K,22u9l8Qls5O0l6suRfcBGp,2020-06-10,0,267508,0.764,0.398,0.665,0.000432,0.0673,0.901,-6.015,0.0349,121.994,2,4,energetic
Alright 2010 (feat. Hardwell) - Radio Edit,Alright 2010,Red Carpet,0ZBQRJYtzoCTxSmTuTrluA,2010-10-22,5,174506,0.633,0.0501,0.816,0.182,0.376,0.039,-6.461,0.0355,128.043,4,4,energetic
So Many Times,So Many Times,Gadjo,4BaPGeLFo9oV5vw6XdDlb4,2004-09-01,40,353933,0.698,0.0184,0.724,0.055,0.094,0.784,-5.963,0.116,128.967,7,4,energetic
Fade (feat. Kimblee),Fade (Remixes) (feat. Kimblee),Solu Music,7Bm3wVjycgxheezZlThsM8,2006-06-12,41,175840,0.614,0.0349,0.831,3.99e-05,0.0923,0.672,-5.625,0.0469,126.962,4,4,energetic
Bel Amour - Original Radio Edit,Bel Amour,Bel Amour,16TxVj7N0crZhQd0sI17Z3,2001-01-02,16,182200,0.707,0.002,0.795,0.0321,0.226,0.851,-8.157,0.106,126.04,0,4,energetic
American Dream,Visions,Jakatta,51xIvzl5RvK4JOxjigU941,2009-03-23,47,269200,0.752,0.000847,0.81,0.774,0.203,0.413,-7.364,0.0301,128.015,5,3,energetic
Flawless,Flawless,The Ones,2HfJzJFcN6DCzIZ6nA8DBW,2001-07-01,36,398979,0.729,0.00363,0.84,0.758,0.0541,0.964,-7.711,0.0769,124.195,7,4,energetic
Salsoul Nugget (If U Wanna) [M&S Radio Version],Salsoul Nugget (If U Wanna),M&S,0X2g2gMp2cGFkeYIM9r8bu,2020-11-20,33,209813,0.718,0.00726,0.945,0.0,0.0273,0.924,-5.607,0.0762,128.024,11,4,energetic
Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor],Groovejet (If This Ain't Love) [feat. Sophie Ellis-Bextor],Spiller,5ydeCNaWDmFbu4zl0roPAH,2000-08-14,55,227619,0.719,0.000132,0.806,0.0889,0.361,0.626,-6.802,0.0389,123.037,9,4,energetic
Strings Of Life - Danny Krivit Re Edit [Mixed],Defected Radio Episode 083 (hosted by Roger Sanchez),Defected Radio,5GndQG5t6KAvQQ0o6y3LUg,2017-12-29,39,290152,0.736,0.00746,0.825,0.906,0.0533,0.367,-7.382,0.0326,123.969,6,4,energetic
Sex - Robbie's Sexy Mix,Sex,Robbie Rivera,55IeAAAWFHyFu84iPjpz4u,2008-09-16,19,489680,0.823,0.0208,0.555,0.704,0.0487,0.49,-10.019,0.43,123.012,6,4,energetic
Libre - Axwell Vocal Mix,Libre,Mambana,4JkdCQUM5sUuOv0tkNdrzM,2003-01-01,20,314770,0.657,0.00524,0.709,0.0624,0.699,0.794,-11.895,0.0383,126.001,6,4,energetic
Ride The Storm - Original Mix,K-Klass Presents House Classics,K-Klass,5QAvR8Z91v926UPTWEFkpX,2017-02-17,17,412120,0.754,0.0107,0.658,0.00118,0.287,0.867,-9.022,0.156,125.002,9,4,energetic
At Night - Kid Crème Club Mix,At Night,Shakedown,4TBOxwcoCfgs3j9COmEIl0,2002-04-29,45,300306,0.726,0.00211,0.967,0.851,0.531,0.876,-7.643,0.0641,124.997,1,4,energetic
